AnimalName,AnimalGender,AgeAsOf2015,BreedName,Borough
SAILOR,M,10,Cocker Spaniel,Manhattan
ELVIS,M,9,Labrador Retriever Crossbreed,Brooklyn
JADA,F,3,Bull Terrier,Queens
JAY,M,3,Shih Tzu,Bronx
LEIA,F,3,Unknown,Staten Island
COCO,F,12,Boxer,Manhattan
MACEY,F,4,Unknown,Manhattan
SOPHIE,F,12,Unknown,Manhattan
DISCO,M,5,"Poodle, Toy",Manhattan
DIAMOND,F,5,American Pit Bull Terrier/Pit Bull,Queens
DUFFY,M,16,Yorkshire Terrier,Manhattan
MOOKIE,F,11,Rottweiler,Brooklyn
RILEY,M,3,Unknown,Manhattan
CAMMY,F,3,Collie,Bronx
JADE,F,3,Jack Russell Terrier,Bronx
SANDY,F,4,"Mastiff, French (Dogue de Bordeaux)",Brooklyn
BRUCE,M,4,Cotton De Tulear,Manhattan
STELLA,F,6,American Pit Bull Mix / Pit Bull Mix,Manhattan
LOLA,F,2,Shih Tzu,Bronx
GREY,F,3,Weimaraner,Queens
NAME NOT PROVIDED,F,3,Unknown,Queens
NAME NOT PROVIDED,M,3,Maltese,Queens
NAME NOT PROVIDED,M,3,German Shepherd Dog,Queens
DOUGLAS,M,12,"Bull Dog, English",Manhattan
NAME NOT PROVIDED,M,3,Labrador Retriever,Manhattan
LILY,F,4,Havanese,Manhattan
COMET,F,11,Labrador Retriever,Brooklyn
NAME NOT PROVIDED,F,3,Yorkshire Terrier,Bronx
RUPERT,M,4,Shih Tzu,Brooklyn
MEEKS,M,11,"Schnauzer, Miniature",Manhattan
BROOKLYN,F,5,Havanese,Manhattan
BUDDY,M,3,Cavalier King Charles Spaniel,Manhattan
CONAN,M,9,Labrador Retriever,Brooklyn
GOOSE,M,6,Labrador Retriever Crossbreed,Brooklyn
CALIMOCHO,M,2,Puggle,Manhattan
NAME NOT PROVIDED,M,4,Shih Tzu,Queens
HUGO,M,5,Unknown,Brooklyn
NAME NOT PROVIDED,F,3,Unknown,Manhattan
MONTHU,M,6,Boxer,Staten Island
BRIAN,M,3,"Collie, Smooth Coat",Queens
DESMOND,M,6,Shih Tzu,Brooklyn
DUCHESS,F,3,Unknown,Manhattan
SAM,M,3,German Shepherd Dog,Queens
LUCKY,M,8,Unknown,Bronx
CHAVO,M,4,Bulldog,Manhattan
LUCY,F,7,Pug,Manhattan
WINSTON,M,5,Beagle,Manhattan
CHECKERS,M,10,Unknown,Manhattan
SOFIA,F,3,Puggle,Manhattan
MAX,M,5,Whippet,Manhattan
KING,M,5,American Pit Bull Terrier/Pit Bull,Bronx
NAME NOT PROVIDED,M,3,Unknown,Queens
CARLY,F,4,Unknown,Brooklyn
MILO,M,12,American Pit Bull Terrier/Pit Bull,Bronx
FIEVEL,M,4,Chihuahua,Bronx
FRANKY,M,3,"Schnauzer, Miniature",Manhattan
NOVA,F,3,"Shar-Pei, Chinese",Brooklyn
OAKLEY,F,6,Unknown,Staten Island
LILY,F,7,Yorkshire Terrier,Manhattan
BRODY,M,5,Labradoodle,Manhattan
ROCKY,M,7,Boxer,Brooklyn
SNOWY,M,18,Maltese,Bronx
CHIEF,M,3,Chihuahua,Manhattan
BOWIE,M,5,German Shepherd Dog,Brooklyn
DAX,M,8,Beagle,Brooklyn
ROXY,F,8,Toy Fox Terrier,Manhattan
PRINCESS,F,4,Cane Corso,Manhattan
JAKE,M,3,Golden Retriever,Brooklyn
ZOE,F,6,Labrador Retriever,Manhattan
OLIVER,M,5,Yorkshire Terrier,Manhattan
SIMBA,M,5,Yorkshire Terrier,Queens
LOUIE,M,7,Unknown,Manhattan
NINA,F,9,"Poodle, Toy",Brooklyn
SY,M,6,Chihuahua,Brooklyn
ECLIPSE,F,3,American Pit Bull Terrier/Pit Bull,Queens
MOLLY,F,3,American Pit Bull Terrier/Pit Bull,Queens
BUSTER,M,12,American Pit Bull Terrier/Pit Bull,Brooklyn
JASPER,M,17,"Poodle, Standard",Manhattan
TEDDY,M,8,Golden Retriever,Manhattan
KAHLEYA,F,3,American Pit Bull Terrier/Pit Bull,Bronx
AKULINA,F,5,"Poodle, Standard",Manhattan
TYTY,M,4,Pointer,Brooklyn
LUCKY,M,2,Unknown,Bronx
GAVIN,M,4,Labrador Retriever,Queens
HENNY,M,9,Shih Tzu,Brooklyn
MACY,F,4,American Pit Bull Mix / Pit Bull Mix,Manhattan
WINDSOR,M,8,Unknown,Brooklyn
HUNTER,M,4,Labrador Retriever,Manhattan
SPIRIT,M,9,Unknown,Queens
LUCKY,M,5,Chihuahua,Staten Island
COTTO,M,3,Staffordshire Bull Terrier,Staten Island
MILO,M,3,Maltese,Bronx
BELLA,F,8,Unknown,Manhattan
MILO,M,3,Shih Tzu,Queens
CHARLIE,M,7,Beagle,Bronx
BAILEY,M,3,Beagle,Manhattan
MUGSY,M,3,American Staffordshire Terrier,Bronx
MAZI,M,4,"Schnauzer, Miniature",Bronx
GOOSE,M,4,Labrador Retriever,Manhattan
SIR,M,7,Brussels Griffon,Queens
BILLY,M,16,Unknown,Manhattan
GRETA,F,13,Cocker Spaniel,Queens
RED,M,4,Maltese,Bronx
LUCKY,F,13,Unknown,Queens
SASHA,F,5,Newfoundland,Bronx
THOR,M,3,American Pit Bull Terrier/Pit Bull,Bronx
MATADOR,M,12,Yorkshire Terrier,Manhattan
BEANS,M,5,Boston Terrier,Manhattan
BETSY,F,10,Pomeranian,Queens
LEILA,F,3,Cocker Spaniel,Manhattan
CHEWBACCA,M,6,Yorkshire Terrier,Manhattan
OLIVE,F,8,Maltese,Manhattan
TUNA,F,3,Jack Russell Terrier,Manhattan
CODY,F,6,"Bull Dog, English",Manhattan
FEDOR,M,8,Unknown,Bronx
HARLEM,M,7,Chihuahua,Staten Island
VINNY,M,5,Pug,Bronx
BERT,M,3,Cavalier King Charles Spaniel,Manhattan
MARCO,M,2,"Poodle, Standard",Manhattan
BRODIE,M,8,Unknown,Queens
BUDDY,M,4,Chihuahua,Bronx
SPOT,M,5,Chihuahua,Manhattan
ROCKY,M,8,Puggle,Brooklyn
HEATH,M,8,Unknown,Manhattan
KAYLEIGH,F,7,Labrador Retriever,Queens
BUDDY,M,6,Boxer,Staten Island
ROSIE,F,9,Unknown,Manhattan
NALA,F,5,Boxer,Queens
BELLA,F,6,"Bull Dog, English",Manhattan
CHLOE,F,3,Rhodesian Ridgeback,Manhattan
LILY,F,7,American Pit Bull Mix / Pit Bull Mix,Staten Island
BEAR,M,2,German Shepherd Dog,Staten Island
YANA,F,3,Papillon,Brooklyn
COOPER,M,4,Shih Tzu,Brooklyn
CHARLIE,M,3,"Poodle, Standard",Manhattan
LUCKY,F,2,German Shepherd Crossbreed,Manhattan
MIKA,F,4,Unknown,Queens
DEREON,F,10,Yorkshire Terrier,Manhattan
LEGACEY,M,3,Cane Corso,Queens
SANJIRO,M,9,Shiba Inu,Manhattan
TEMPLE,M,11,Beagle,Brooklyn
BELLA,F,6,"Schnauzer, Miniature",Queens
HADES,M,3,American Pit Bull Mix / Pit Bull Mix,Bronx
FANCY,F,3,Brussels Griffon,Queens
MIKA,M,4,Wheaton Terrier,Queens
GIZMO,M,8,Pomeranian,Queens
MAX,M,9,Cane Corso,Queens
OLIVER,M,12,Norwich Terrier,Manhattan
PENNY,F,4,Unknown,Manhattan
JACK,M,8,German Shepherd Dog,Bronx
HAMISH,M,3,"Collie, Border",Brooklyn
GUNNER,M,3,Rhodesian Ridgeback,Queens
BEAR,M,12,German Shepherd Dog,Staten Island
NOLA,F,4,Unknown,Brooklyn
MADELINE,F,4,"Collie, Bearded",Manhattan
BELLE,F,9,Unknown,Manhattan
MIKEY,M,3,Australian Cattledog,Brooklyn
MAX,M,9,Chihuahua,Brooklyn
SASHA,F,3,German Shepherd Crossbreed,Brooklyn
KADIRA,F,6,Unknown,Brooklyn
CHINA,F,4,Yorkshire Terrier,Brooklyn
BENJI,M,5,Havanese,Manhattan
GENERAL,M,12,Cane Corso,Queens
SAKURA,F,7,Shiba Inu,Manhattan
CHRISTIAN,M,4,American Pit Bull Terrier/Pit Bull,Bronx
VALKYRIE,F,3,"Dachshund, Long Haired Miniature",Bronx
CHANCE,M,9,Shih Tzu,Staten Island
HEATHER,F,4,Cairn Terrier,Manhattan
PEGASUS,M,10,Cocker Spaniel,Queens
KIRBY,F,8,Maltese,Bronx
GIZMO,M,3,Unknown,Brooklyn
BOSTON,M,3,Chihuahua,Queens
LIRA,F,2,Labrador Retriever,Manhattan
SASUKE,M,4,Siberian Husky,Bronx
DUCE,M,3,American Pit Bull Terrier/Pit Bull,Bronx
JOBIE,M,9,Beagle,Staten Island
GIZMO,M,12,Shih Tzu,Bronx
HOLLY,F,9,Maltese,Staten Island
POLO,M,3,Pomeranian,Brooklyn
OLIVER,M,4,Yorkshire Terrier,Bronx
LUCY,F,4,Tibetan Spaniel,Manhattan
COLE,M,10,Yorkshire Terrier,Manhattan
HEIDI,F,4,German Shepherd Crossbreed,Manhattan
MAXCIMO,M,6,Yorkshire Terrier,Queens
GENNY,F,7,Unknown,Manhattan
MAYA,F,3,Labrador Retriever Crossbreed,Queens
HENRY,M,3,"Bull Dog, French",Manhattan
ZEUS,M,3,German Shepherd Dog,Brooklyn
LOLA,F,4,Jack Russell Terrier,Manhattan
MURPHY,F,14,Wheaton Terrier,Manhattan
PRINCE,M,3,Unknown,Queens
CASPER,M,4,Unknown,Bronx
OSCAR,M,3,Beagle Crossbreed,Brooklyn
TOBI,M,4,Irish Terrier,Manhattan
WINNIE,F,15,Dachshund Smooth Coat Miniature,Queens
PELUSITA,F,11,Bichon Frise,Queens
BRIAN,M,6,Yorkshire Terrier,Bronx
PRINCESS,F,3,Shih Tzu,Bronx
LADY,F,4,Unknown,Queens
PATRICK,M,4,Labrador Retriever,Manhattan
MAX,M,3,Maltese,Queens
LULU,F,6,"Poodle, Standard",Manhattan
MAVERICK,M,3,Labradoodle,Manhattan
HARLEY,M,9,Siberian Husky,Manhattan
WIZARD,M,12,American Pit Bull Terrier/Pit Bull,Brooklyn
JEREMY,M,7,Unknown,Manhattan
KODA,F,4,West High White Terrier,Manhattan
LINO,M,3,American Pit Bull Terrier/Pit Bull,Brooklyn
DIAMOND,F,5,Unknown,Queens
SAMANTHA,F,6,Shih Tzu,Brooklyn
SNOWBALL,M,5,Havanese,Brooklyn
LILA,F,12,"Poodle, Miniature",Manhattan
BENTLEY,M,4,Golden Retriever,Queens
POLO,M,3,American Pit Bull Terrier/Pit Bull,Brooklyn
ALOHA,M,6,Unknown,Manhattan
DARKY,F,7,American Pit Bull Mix / Pit Bull Mix,Brooklyn
SWEETIE,F,3,Jack Russell Terrier,Queens
LINK,M,15,American Pit Bull Terrier/Pit Bull,Brooklyn
SNOWY,F,9,Chihuahua,Brooklyn
LENOX,M,4,Unknown,Manhattan
MILO,M,9,"Poodle, Standard",Brooklyn
SNOWY,M,4,Shih Tzu,Brooklyn
TUCKER,M,9,Unknown,Manhattan
CASEY,F,3,American Pit Bull Mix / Pit Bull Mix,Staten Island
DAISY,F,4,Wheaton Terrier,Bronx
BELLA,F,4,Unknown,Manhattan
JADA,F,5,American Pit Bull Mix / Pit Bull Mix,Staten Island
ANGEL,M,3,American Pit Bull Terrier/Pit Bull,Queens
SCRAPPY,M,15,Pomeranian,Bronx
MILTON,M,6,Wheaton Terrier,Manhattan
BARLEY,M,9,Shih Tzu,Bronx
KING,M,5,American Pit Bull Terrier/Pit Bull,Brooklyn
NINA,F,12,Unknown,Manhattan
BOND,M,3,Labrador Retriever Crossbreed,Brooklyn
LUNA,F,4,Siberian Husky,Queens
LARRY,M,3,Labrador Retriever,Brooklyn
PEPE,M,7,American Pit Bull Terrier/Pit Bull,Queens
MILAGROS,F,10,Siberian Husky,Staten Island
KAILA,F,14,Doberman Pinscher,Brooklyn
KASPER,M,4,Maltese,Bronx
MERLIN,M,3,Yorkshire Terrier,Manhattan
BRUCE,M,5,Boston Terrier,Queens
FIFI,F,5,Chihuahua,Bronx
GRIMSEY,M,9,"Poodle, Standard",Brooklyn
SAMMY,F,3,Maltese,Manhattan
CHLOE,F,4,Chihuahua,Manhattan
MAX,M,10,Vizsla,Queens
MARIO,M,4,Shih Tzu,Brooklyn
ELEANOR,F,5,American Eskimo dog,Brooklyn
TOMMY,M,9,Golden Retriever,Brooklyn
OSO,M,3,Pomeranian,Bronx
CHEWBACCA,F,4,"Poodle, Miniature",Manhattan
SPARKY,M,18,American Pit Bull Terrier/Pit Bull,Brooklyn
MICK,M,6,Unknown,Manhattan
KALI,F,4,"Collie, Border",Brooklyn
MIKEY,M,13,Maltese,Brooklyn
CAFECITA,F,3,Pomeranian,Bronx
DIAMOND,F,5,American Pit Bull Terrier/Pit Bull,Bronx
GUINNESS,M,9,Bernese Mountain Dog,Staten Island
WALLY,M,7,Unknown,Queens
MISSY,F,5,Yorkshire Terrier,Brooklyn
PRINCE,M,4,Yorkshire Terrier,Bronx
CARTER,F,7,Labradoodle,Manhattan
BROOKLYN,M,6,Boston Terrier,Queens
ROCKIE,M,4,Beagle Crossbreed,Manhattan
JAXXY,F,12,Labrador Retriever Crossbreed,Brooklyn
COCOA,F,5,Norwich Terrier,Manhattan
DOMINO,M,10,Dalmatian,Bronx
GRACIE,F,6,Puggle,Brooklyn
REINA,F,2,Siberian Husky,Manhattan
PRINCE,M,3,Maltese,Bronx
MARLEY,M,6,Yorkshire Terrier,Bronx
ZUZU,F,7,Collie Crossbreed,Manhattan
ROXY,F,7,Shih Tzu,Brooklyn
VIOLET,F,3,Papillon,Brooklyn
CHAOS,M,5,Golden Retriever,Brooklyn
MUSHU,M,8,"Bull Dog, French",Brooklyn
PANDA,M,4,Shih Tzu,Brooklyn
OMAR,M,6,Unknown,Brooklyn
CJ,M,7,Bichon Frise,Brooklyn
BULLET,M,12,Dachshund Smooth Coat Miniature,Brooklyn
KELLY,M,6,Maltese,Manhattan
LUCY,F,3,Brussels Griffon,Manhattan
ONYX,M,7,Unknown,Queens
OZZIE,M,10,Australian Shepherd,Manhattan
ELLIE,F,4,Great Dane,Brooklyn
EDDIE,M,7,Yorkshire Terrier,Staten Island
JESSE,M,5,Yorkshire Terrier,Brooklyn
JONJON,M,5,Unknown,Queens
KIFLI,F,3,Vizsla,Queens
COOKIE,F,2,Yorkshire Terrier,Brooklyn
PUCHITO,M,5,"Poodle, Toy",Manhattan
SADIE,F,5,American Pit Bull Terrier/Pit Bull,Bronx
PRINCESS,F,3,Chihuahua,Brooklyn
DIAMOND,F,6,Yorkshire Terrier,Queens
BUGSY,M,4,American Pit Bull Terrier/Pit Bull,Brooklyn
COCO,F,6,Maltese,Manhattan
LUNA,F,5,American Pit Bull Terrier/Pit Bull,Brooklyn
LAILA,F,5,Miniature Pinscher,Staten Island
ADIDAS,F,8,American Pit Bull Terrier/Pit Bull,Manhattan
ROCKY,M,3,American Pit Bull Terrier/Pit Bull,Brooklyn
HOLLY,F,7,Unknown,Brooklyn
KODA,M,13,American Pit Bull Terrier/Pit Bull,Manhattan
PLUTO,M,3,American Pit Bull Terrier/Pit Bull,Bronx
NAUGHTY,F,3,American Pit Bull Terrier/Pit Bull,Manhattan
OONA,F,3,Bedlington Terrier,Brooklyn
JAMESON,M,5,Labrador Retriever,Manhattan
PLATINUM,M,9,Chihuahua Crossbreed,Manhattan
ADDIE,F,8,German Shepherd Dog,Brooklyn
MIDNIGHT,M,3,Yorkshire Terrier,Brooklyn
DUFY,M,7,Unknown,Brooklyn
ROSIE,F,3,Golden Retriever,Manhattan
MAYA,F,7,Miniature Pinscher,Brooklyn
ROSCO,M,3,Yorkshire Terrier,Bronx
KULO,M,11,Unknown,Queens
SISSY,F,14,Beagle,Staten Island
CHARLIE,M,2,Shih Tzu,Bronx
LEA,F,3,American Pit Bull Terrier/Pit Bull,Staten Island
THEO,M,4,Bichon Frise,Manhattan
CHLOE,F,5,Golden Retriever,Brooklyn
BROOKLIN,F,8,American Staffordshire Terrier,Brooklyn
ROCKY,M,5,"Bull Dog, French",Bronx
POOKY,M,6,Shih Tzu,Queens
XASHA,F,9,Chihuahua,Bronx
BELLA,F,5,Shih Tzu,Brooklyn
BLAZE,M,3,American Pit Bull Mix / Pit Bull Mix,Bronx
COCO,M,4,Chihuahua,Manhattan
BARBARA,F,14,Chihuahua,Queens
PANDA,M,3,Chihuahua,Queens
JUJUVI,F,6,Chihuahua,Manhattan
JETER,M,6,Unknown,Brooklyn
PATCHES,M,14,Unknown,Bronx
TINKA,F,6,Chihuahua,Bronx
LUKE,M,5,Unknown,Manhattan
STELLA,F,8,West High White Terrier,Manhattan
MAX,M,6,"Schnauzer, Miniature",Queens
BRANDY,F,9,Unknown,Staten Island
BROOKE,F,4,Unknown,Queens
QWERTY,F,7,Unknown,Brooklyn
MINNIE,F,10,Chihuahua,Brooklyn
KJ,M,3,"Mastiff, French (Dogue de Bordeaux)",Bronx
COVO,M,3,American Pit Bull Terrier/Pit Bull,Queens
DUKE,M,3,Wire Fox Terrier,Manhattan
JOJO,M,3,Maltese,Bronx
JALAPENO,F,7,"Collie, Bearded",Manhattan
AUGUSTUS,M,7,Unknown,Brooklyn
BELLA,F,10,Dachshund Smooth Coat Miniature,Staten Island
ROCKY,M,7,Unknown,Manhattan
JORDAN,M,17,"Poodle, Standard",Bronx
LEXI,F,3,Unknown,Queens
MILES,M,9,Yorkshire Terrier,Queens
FINLAY,F,7,Yorkshire Terrier,Manhattan
BELLA,F,3,Unknown,Manhattan
BUTCH,M,14,Unknown,Queens
CHARCOAL,M,4,"Poodle, Standard",Manhattan
LOUIS,M,3,Yorkshire Terrier,Brooklyn
TATO,M,9,"Poodle, Standard",Queens
ODETTE,F,10,Labrador Retriever,Manhattan
MAXINE,F,9,Unknown,Queens
VITO,M,3,Boston Terrier,Manhattan
MILO,M,8,Shih Tzu,Queens
ANKE,F,5,German Shepherd Dog,Brooklyn
SADIE,F,4,Shih Tzu,Bronx
KIMO,M,2,Unknown,Queens
MAX,M,3,Old English Sheepdog,Brooklyn
MADONNA,F,5,Yorkshire Terrier,Bronx
HENRY,M,4,Beagle,Queens
NINA,F,2,Beagle,Bronx
SUGAR,M,8,Maltese,Brooklyn
ROMEO,M,6,Shih Tzu,Bronx
FINNLEIGH,F,4,Wheaton Terrier,Staten Island
JAY,M,5,Cavalier King Charles Spaniel,Queens
PEANUT,M,3,Labrador Retriever Crossbreed,Brooklyn
PELUSA,F,10,Unknown,Manhattan
KISKA,F,12,Unknown,Manhattan
COCO,F,3,Unknown,Manhattan
UNKNOWN,M,3,Silky Terrier,Bronx
LOUIE,M,3,Unknown,Brooklyn
CHEWY,M,9,Unknown,Brooklyn
BUDHA,F,7,Boxer,Bronx
BUDDY,M,8,"Dachshund, Wirehaired",Manhattan
GIZMO,M,10,Lhasa Apso,Queens
SPRITE,F,3,Unknown,Brooklyn
TANK,M,12,Unknown,Staten Island
PIPER,F,5,"Schnauzer, Miniature",Manhattan
YOSHI,M,4,Unknown,Queens
TELLIE,F,7,Unknown,Queens
MAGRITTE,F,12,"Poodle, Standard",Manhattan
MARCUS,M,11,Unknown,Queens
UNKNOWN,F,3,Yorkshire Terrier,Bronx
UNKNOWN,M,3,Yorkshire Terrier,Bronx
FUZZY,M,3,Pomeranian,Bronx
SUGAR,F,3,Unknown,Staten Island
SQUIRMY,M,5,Labrador Retriever Crossbreed,Manhattan
DOLCE,F,8,Unknown,Brooklyn
MORGAN,F,3,American Pit Bull Mix / Pit Bull Mix,Staten Island
HICCUP,F,4,Chihuahua,Manhattan
HAVOK,M,3,Unknown,Queens
MISSY,F,3,Unknown,Queens
ABBIE,F,4,Unknown,Brooklyn
EMMA,F,5,Unknown,Manhattan
MILA,M,3,Labrador Retriever,Manhattan
TOBY,M,3,Dachshund Smooth Coat,Queens
TIMMY,M,6,Unknown,Manhattan
UNKNOWN,F,3,Maltese,Bronx
LOLA,F,6,Yorkshire Terrier,Bronx
SHU,M,6,American Pit Bull Terrier/Pit Bull,Brooklyn
MAX,M,5,Maltese,Manhattan
STREIMER,M,4,Unknown,Manhattan
NILS,M,11,Yorkshire Terrier,Brooklyn
NALA,F,3,Shih Tzu,Manhattan
MR.,M,7,Yorkshire Terrier,Bronx
MOOSCA,F,3,Maltese,Queens
ROSCOE,M,4,American Pit Bull Mix / Pit Bull Mix,Brooklyn
ROXXIE,F,6,American Pit Bull Terrier/Pit Bull,Brooklyn
FINNBAR,M,11,Silky Terrier,Manhattan
JACK,M,6,Unknown,Brooklyn
JACKSON,M,3,Unknown,Manhattan
J.J.,M,6,Pomeranian,Bronx
OZZIE,M,3,Papillon,Queens
PANCHO,M,3,Chihuahua,Manhattan
LEO,M,9,Pomeranian,Brooklyn
BIGGIE,M,3,"Bull Dog, English",Brooklyn
BUDDY,M,5,Unknown,Queens
FUTRESS,F,4,Siberian Husky,Bronx
KEIKO,M,3,German Shepherd Dog,Brooklyn
GRAYAN,M,3,Unknown,Brooklyn
MORUS,M,3,American Pit Bull Mix / Pit Bull Mix,Brooklyn
HENNY,F,8,Unknown,Queens
RUSTY,M,4,Unknown,Brooklyn
YANKEE,M,3,Golden Retriever,Queens
TOUCHDOWN,F,4,Chesapeake Bay Retriever,Brooklyn
PACCO,M,5,Chihuahua,Brooklyn
OSCAR,M,3,Unknown,Brooklyn
BENTLEY,M,4,Unknown,Brooklyn
BELLA,F,4,Unknown,Bronx
KOOKIE,F,7,Chihuahua,Manhattan
TUCKER,M,5,Cavalier King Charles Spaniel,Manhattan
COCO,F,3,Yorkshire Terrier,Manhattan
VIKING,F,3,Australian Shepherd,Manhattan
CHEERIO,M,13,Pug,Staten Island
SIR,M,11,"Poodle, Miniature",Brooklyn
STORM,F,3,American Pit Bull Terrier/Pit Bull,Bronx
DRU-DELGADO,M,7,Unknown,Bronx
JOEY,M,6,Yorkshire Terrier,Brooklyn
DEISEL,M,8,Unknown,Queens
EVA,F,4,Unknown,Manhattan
WALLY,M,7,Labrador Retriever Crossbreed,Manhattan
CHANNEL,F,3,Lhasa Apso,Brooklyn
PARIS,F,4,Unknown,Manhattan
KIRBY,F,4,German Shepherd Dog,Bronx
LUCY,F,15,Australian Kelpie,Manhattan
LUCKY,M,10,Yorkshire Terrier,Brooklyn
SHAGGY,M,4,Shih Tzu,Bronx
FORREST,M,3,Maltese,Manhattan
GATOR,M,3,Shiba Inu,Manhattan
FROSTI,M,3,Brittany Spaniel,Staten Island
STAN,M,3,Unknown,Brooklyn
SWEETIE,F,3,American Pit Bull Terrier/Pit Bull,Brooklyn
ROCCO,M,4,German Shepherd Dog,Bronx
BAILEY,F,4,"Collie, Border",Brooklyn
HARRY,M,4,Chihuahua,Staten Island
MILK,F,5,Yorkshire Terrier,Bronx
WINSTON,M,3,Unknown,Brooklyn
CAMPION,M,3,Dachshund Smooth Coat,Queens
TAZ,M,3,Unknown,Manhattan
KNIGHT,M,3,Unknown,Manhattan
D'ARTAGNAN,M,4,Pomeranian,Queens
SHORTY,F,3,Unknown,Bronx
NAME NOT PROVIDED,M,7,Maltese,Staten Island
DAMAGE,M,3,American Pit Bull Terrier/Pit Bull,Brooklyn
NAME NOT PROVIDED,F,5,American Pit Bull Terrier/Pit Bull,Brooklyn
ZOEY,F,3,Unknown,Staten Island
GYPSY,F,3,Chihuahua,Manhattan
WISTERIA,F,10,Unknown,Manhattan
CALA,F,6,Unknown,Manhattan
PAPA,M,7,Unknown,Queens
TIGER,M,7,Unknown,Queens
TEDDY,M,3,Yorkshire Terrier,Bronx
LAYLA,F,5,Chihuahua,Manhattan
BINGI,M,9,American Pit Bull Terrier/Pit Bull,Staten Island
LULU,F,4,Unknown,Manhattan
UNKNOWN,F,3,Chihuahua,Bronx
SIMBA,M,4,Unknown,Manhattan
SOKKA,M,10,Pomeranian,Queens
NAME NOT PROVIDED,M,5,"Poodle, Standard",Queens
LULUBELLE,F,11,"Bull Dog, French",Brooklyn
LIBERTY,F,10,Unknown,Manhattan
PATSY,F,7,Unknown,Brooklyn
CHARLES,M,4,Pomeranian,Manhattan
BELLA,F,7,Yorkshire Terrier,Manhattan
NAME NOT PROVIDED,F,4,Maltese,Manhattan
SCHAE,F,2,Unknown,Manhattan
MIA,F,3,"Poodle, Miniature",Manhattan
FRANKLYN,M,5,"Schnauzer, Standard",Bronx
BONNIE,F,5,Unknown,Manhattan
LOYALTY,M,3,American Pit Bull Mix / Pit Bull Mix,Manhattan
LYLA,F,11,Pug,Brooklyn
TORRE,F,4,Unknown,Queens
CHANCE,M,6,Cocker Spaniel,Brooklyn
YEPPI,F,8,Maltese,Manhattan
PRINCESS,F,16,Unknown,QUEENS
SPIKE,M,3,"Shar-Pei, Chinese",Bronx
CHLOE,F,4,Maltese,Manhattan
AMBER,F,8,Unknown,Queens
NAME NOT PROVIDED,F,4,Labrador Retriever Crossbreed,Staten Island
GENJI,M,3,Shiba Inu,Manhattan
JACK,M,7,American Pit Bull Mix / Pit Bull Mix,Brooklyn
PRINCE,M,5,American Pit Bull Terrier/Pit Bull,Brooklyn
ARCANGEL,M,6,American Pit Bull Mix / Pit Bull Mix,Queens
ARCHIE,M,9,Boxer,Staten Island
MOLLEE,F,4,Maltese,Manhattan
PRINCESS,F,7,Labrador Retriever Crossbreed,Bronx
KENDALL,F,12,Unknown,Brooklyn
KHALEESI,F,3,American Pit Bull Mix / Pit Bull Mix,Staten Island
STELLA,M,3,Labrador Retriever Crossbreed,Manhattan
MACHO,M,8,American Pit Bull Mix / Pit Bull Mix,Queens
OSCAR,M,14,Labrador Retriever Crossbreed,Manhattan
PHILO,M,4,Miniature Pinscher,Bronx
PINKIE,F,4,Unknown,Queens
ZOE,F,14,"Bull Dog, French",Manhattan
FENDI,F,3,Yorkshire Terrier,Manhattan
NAME NOT PROVIDED,F,4,Pekingese,Queens
SPARTACUS,M,4,Yorkshire Terrier,Bronx
TOSH,M,10,Unknown,Brooklyn
REBEL,M,5,Unknown,Brooklyn
MASSIVE,F,3,Cane Corso,Queens
CHESTER,M,3,Unknown,Brooklyn
ANGEL,F,10,Akita Crossbreed,Queens
MURPHY,M,6,Unknown,Staten Island
CHOCOLATE,F,7,Unknown,Manhattan
PEEWEE,M,7,Dachshund,Bronx
BUSTER,M,3,"Poodle, Miniature",Manhattan
MISSY,F,6,Shih Tzu,Queens
NENGO,M,4,American Pit Bull Mix / Pit Bull Mix,Queens
ROBYN,M,6,Beagle,Manhattan
NAME NOT PROVIDED,F,3,Unknown,Manhattan
ROSIE,F,5,"Schnauzer, Standard",Bronx
WAYLON,M,10,Beagle,Brooklyn
TATE,M,3,Unknown,Brooklyn
SIR,M,5,Pomeranian,Manhattan
LILY,F,16,Lhasa Apso,Manhattan
GABBY,F,3,"Bull Dog, English",Queens
NAME NOT PROVIDED,M,3,Pomeranian,Manhattan
ROSCOE,M,2,Dachshund Smooth Coat Miniature,Manhattan
INU,M,5,Shiba Inu,Brooklyn
OREA,M,3,Unknown,Manhattan
LOLA,F,4,Shih Tzu,Manhattan
DOODLES,M,3,Unknown,Manhattan
SAMSON,M,4,"Mastiff, Bull",Manhattan
NAME NOT PROVIDED,F,3,Maltese,Manhattan
NAME NOT PROVIDED,F,3,Havanese,Manhattan
BEAR,M,5,Norwich Terrier,Manhattan
ROCKY,M,2,Doberman Pinscher,Bronx
FLOPPY,M,6,Beagle,Brooklyn
COCO,M,5,Cocker Spaniel,Queens
MARCELLO,M,2,Yorkshire Terrier,Brooklyn
MINI,M,3,Shih Tzu,Queens
BENJI,M,3,German Shepherd Dog,Bronx
OLIVER,M,3,Maltese,Manhattan
COCO,F,4,Shih Tzu,Brooklyn
SIRIUS,F,4,Samoyed,Manhattan
SNOOPY,M,3,American Pit Bull Mix / Pit Bull Mix,Bronx
CAJU,M,4,Cotton De Tulear,Manhattan
